G:\Code\DarkSoulsMods\soulstruct-git\venv\Scripts\python.exe G:/Code/DarkSoulsMods/soulstruct-git/soulstruct/__main__.py
FOG_BANK 0 | s16 | s16 | fogBeginZ | 開始距離[m] | フォグの開始距離です
REINFORCE_PARAM_WEAPON_ST 15 | f32 | f32 | poisonGuardResistRate | ガード時毒攻撃カット率 | ガード時毒攻撃カット率の補正値
REINFORCE_PARAM_WEAPON_ST 16 | f32 | f32 | diseaseGuardResistRate | ガード時疫病攻撃カット率 | ガード時疫病攻撃カット率の補正値
REINFORCE_PARAM_WEAPON_ST 17 | f32 | f32 | bloodGuardResistRate | ガード時出血攻撃カット率 | ガード時出血攻撃カット率の補正値
REINFORCE_PARAM_WEAPON_ST 18 | f32 | f32 | curseGuardResistRate | ガード時呪攻撃カット率 | ガード時呪い攻撃カット率の補正値
REINFORCE_PARAM_WEAPON_ST 19 | f32 | f32 | staminaGuardDefRate | ガード時スタミナ防御力 | ガード時スタミナ防御力の補正値
REINFORCE_PARAM_WEAPON_ST 20 | u8 | u8 | spEffectId1 | 特殊効果ID1 | 特殊効果ID1の加算補正値
REINFORCE_PARAM_WEAPON_ST 21 | u8 | u8 | spEffectId2 | 特殊効果ID2 | 特殊効果ID2の加算補正値
REINFORCE_PARAM_WEAPON_ST 22 | u8 | u8 | spEffectId3 | 特殊効果ID3 | 特殊効果ID3の加算補正値
REINFORCE_PARAM_WEAPON_ST 23 | u8 | u8 | residentSpEffectId1 | 常駐特殊効果ID1 | 常駐特殊効果ID1の加算補正値
REINFORCE_PARAM_WEAPON_ST 24 | u8 | u8 | residentSpEffectId2 | 常駐特殊効果ID2 | 常駐特殊効果ID2の加算補正値
REINFORCE_PARAM_WEAPON_ST 25 | u8 | u8 | residentSpEffectId3 | 常駐特殊効果ID3 | 常駐特殊効果ID3の加算補正値
REINFORCE_PARAM_WEAPON_ST 26 | u8 | u8 | materialSetId | 素材ID加算値 | 素材パラメータIDの加算補正値
REINFORCE_PARAM_WEAPON_ST 27 | u8 | u8 | reinforcementLevel | 武器強化 | 武器強化度
SHOP_LINEUP_PARAM 0 | s32 | s32 | equipId | 販売品の装備ID | 販売している装備品のID
SHOP_LINEUP_PARAM 1 | s32 | s32 | value | 販売価格 | 販売価格
SHOP_LINEUP_PARAM 2 | s32 | s32 | mtrlId | 購入に必要な素材ID | 購入に必要な素材ID
SHOP_LINEUP_PARAM 3 | s32 | s32 | eventFlag | イベントフラグ | 個数を保持してあるイベントフラグ値
SHOP_LINEUP_PARAM 4 | s32 | s32 | qwcId | QWCパラメタID | ＱＷＣパラメータのID
SHOP_LINEUP_PARAM 5 | s16 | s16 | sellQuantity | 販売個数 | 販売個数
SHOP_LINEUP_PARAM 6 | SHOP_LINEUP_SHOPTYPE | u8 | shopType | ショップタイプ | ショップの種類
SHOP_LINEUP_PARAM 7 | SHOP_LINEUP_EQUIPTYPE | u8 | equipType | 販売品の装備タイプ | 販売している装備品の種類
SHOP_LINEUP_PARAM 8 | dummy8 | dummy8 | pad_0[8] | pad | 
SKELETON_PARAM_ST 0 | f32 | f32 | neckTurnGain | 首振りゲイン | 首振りゲイン。高いほど早く回る
SKELETON_PARAM_ST 1 | s16 | s16 | originalGroundHeightMS | 原点から地面への高さ[cm] | 原点から地面への高さ[cm]
SKELETON_PARAM_ST 2 | s16 | s16 | minAnkleHeightMS | 足首を上げられる最低の高さ[cm] | 足首を上げられる最低の高さ[cm]
SKELETON_PARAM_ST 3 | s16 | s16 | maxAnkleHeightMS | 足首を上げられる最大の高さ[cm] | 足首を上げられる最大の高さ[cm]
SKELETON_PARAM_ST 4 | s16 | s16 | cosineMaxKneeAngle | ひざを曲げられる最大の角度(コサインの値) | ひざを曲げられる最大の角度(コサインの値)
SKELETON_PARAM_ST 5 | s16 | s16 | cosineMinKneeAngle | ひざを曲げられる最小の角度 | ひざを曲げられる最小の角度
SKELETON_PARAM_ST 6 | s16 | s16 | footPlantedAnkleHeightMS | 足首がくっついていると仮定する最低位置[cm] | 足首がこの位置よりも低い場合には足がくっついていると仮定する[cm]
SKELETON_PARAM_ST 7 | s16 | s16 | footRaisedAnkleHeightMS | 足首が離れていると仮定する最高位置[cm] | 足首がこの位置よりも高い場合には足が離れていると仮定する[cm]
SKELETON_PARAM_ST 8 | s16 | s16 | raycastDistanceUp | 足首よりどれぐらい上からレイキャストするか[cm] | 足首よりどれぐらい上からレイキャストするか[cm]
SKELETON_PARAM_ST 9 | s16 | s16 | raycastDistanceDown | 足首からどれぐらい下までレイキャストするか[cm] | 足首からどれぐらい下までレイキャストするか[cm]
SKELETON_PARAM_ST 10 | s16 | s16 | footEndLS_X | つま先位置X[cm] | つま先位置X[cm]
SKELETON_PARAM_ST 11 | s16 | s16 | footEndLS_Y | つま先位置Y[cm] | つま先位置Y[cm]
SKELETON_PARAM_ST 12 | s16 | s16 | footEndLS_Z | つま先位置Z[cm] | つま先位置Z[cm]
SKELETON_PARAM_ST 13 | s16 | s16 | onOffGain | 足の接地をオンオフするときのゲイン[1/100] | 足の接地をオンオフするときのゲイン[1/100]
SKELETON_PARAM_ST 14 | s16 | s16 | groundAscendingGain | 地面の高さが高くなったときのゲイン[1/100] | 地面の高さが高くなったときのゲイン[1/100]
SKELETON_PARAM_ST 15 | s16 | s16 | groundDescendingGain | 地面の高さが低くなったときのゲイン[1/100] | 地面の高さが低くなったときのゲイン[1/100]
SKELETON_PARAM_ST 16 | s16 | s16 | footRaisedGain | 足が上がったときのゲイン[1/100] | 足が上がったときのゲイン[1/100]
SKELETON_PARAM_ST 17 | s16 | s16 | footPlantedGain | 足が接地したときのゲイン[1/100] | 足が接地したときのゲイン[1/100]
SKELETON_PARAM_ST 18 | s16 | s16 | footUnlockGain | 足がロック/アンロックしたときのゲイン[1/100] | 足がロック/アンロックしたときのゲイン[1/100]
SKELETON_PARAM_ST 19 | SKELETON_PARAM_KNEE_AXIS_DIR | u8 | kneeAxisType | ひざの軸方向 | ひざの軸方向
SKELETON_PARAM_ST 20 | RAGDOLL_PARAM_BOOL | u8 | useFootLocking | 足/足首をロック（固定？）するか | 足/足首をロック（固定？）するか
SKELETON_PARAM_ST 21 | RAGDOLL_PARAM_BOOL | u8 | footPlacementOn | 足の接地が有効か | 足の接地が有効か
SKELETON_PARAM_ST 22 | SKELETON_PARAM_KNEE_AXIS_DIR | u8 | twistKneeAxisType | ひねり用ひざ関節の軸方向 | ひねり用ひざ関節の回転を無視する軸方向
SKELETON_PARAM_ST 23 | s8 | s8 | neckTurnPriority | 首振り優先度 | 低いほど先に回る。-1で首振りしない
SKELETON_PARAM_ST 24 | u8 | u8 | neckTurnMaxAngle | 首振り最大角度 | この関節の最大旋回角度。この角度以上はまがらない
SKELETON_PARAM_ST 25 | dummy8 | dummy8 | pad1[2] | パディング1 | 
SP_EFFECT_PARAM_ST 0 | s32 | s32 | iconId | アイコンID | アイコンID(-1の時は、アイコン必要なし)
SP_EFFECT_PARAM_ST 1 | f32 | f32 | conditionHp | 発動条件　残りHP比率[%] | 残りHPが、maxHPの何%になったら発動するかを設定
SP_EFFECT_PARAM_ST 2 | f32 | f32 | effectEndurance | 効果持続時間　時間[s] | 変化持続時間　/-1で永続 /0で瞬間1回限り
SP_EFFECT_PARAM_ST 3 | f32 | f32 | motionInterval | 発動間隔[s] | 何秒間隔で発生するのかを設定
SP_EFFECT_PARAM_ST 4 | f32 | f32 | maxHpRate | 最大HP倍率[%] | 最大HPに補正をかける
SP_EFFECT_PARAM_ST 5 | f32 | f32 | maxMpRate | 最大MP倍率[%] | 最大MPに補正をかける
SP_EFFECT_PARAM_ST 6 | f32 | f32 | maxStaminaRate | 最大スタミナ倍率[%] | 最大SPに補正をかける
SP_EFFECT_PARAM_ST 7 | f32 | f32 | slashDamageCutRate | 防御側：斬撃ダメージ倍率 | 斬撃ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 8 | f32 | f32 | blowDamageCutRate | 防御側：打撃ダメージ倍率 | 打撃ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 9 | f32 | f32 | thrustDamageCutRate | 防御側：刺突ダメージ倍率 | 刺突ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 10 | f32 | f32 | neutralDamageCutRate | 防御側：無属性ダメージ倍率 | 無属性ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 11 | f32 | f32 | magicDamageCutRate | 防御側：魔法ダメージ倍率 | 魔法ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 12 | f32 | f32 | fireDamageCutRate | 防御側：炎ダメージ倍率 | 炎ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 13 | f32 | f32 | thunderDamageCutRate | 防御側：電撃ダメージ倍率 | 炎ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 14 | f32 | f32 | physicsAttackRate | 攻撃側：物理ダメージ倍率 | 物理ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 15 | f32 | f32 | magicAttackRate | 攻撃側：魔法ダメージ倍率 | 魔法ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 16 | f32 | f32 | fireAttackRate | 攻撃側：炎ダメージ倍率 | 炎ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 17 | f32 | f32 | thunderAttackRate | 攻撃側：電撃ダメージ倍率 | 電撃ダメージ倍率：算出したダメージに×○倍で補正をかける。１が通常。
SP_EFFECT_PARAM_ST 18 | f32 | f32 | physicsAttackPowerRate | 物理攻撃力倍率 | 物理攻撃力に設定した数値をかけます
SP_EFFECT_PARAM_ST 19 | f32 | f32 | magicAttackPowerRate | 魔法攻撃力倍率 | 魔法攻撃力に設定した数値をかけます
SP_EFFECT_PARAM_ST 20 | f32 | f32 | fireAttackPowerRate | 炎攻撃力倍率 | 炎攻撃力に設定した数値をかけます
SP_EFFECT_PARAM_ST 21 | f32 | f32 | thunderAttackPowerRate | 電撃攻撃力倍率 | 電撃攻撃力に設定した数値をかけます
SP_EFFECT_PARAM_ST 22 | s32 | s32 | physicsAttackPower | 物理攻撃力[point] | 物理攻撃力に設定した数値を加減算する
SP_EFFECT_PARAM_ST 23 | s32 | s32 | magicAttackPower | 魔法攻撃力[point] | 魔法攻撃力に設定した数値を加減算する
SP_EFFECT_PARAM_ST 24 | s32 | s32 | fireAttackPower | 炎攻撃力[point] | 炎攻撃力に設定した数値を加減算する
SP_EFFECT_PARAM_ST 25 | s32 | s32 | thunderAttackPower | 電撃攻撃力[point] | 電撃攻撃力に設定した数値を加減算する
SP_EFFECT_PARAM_ST 26 | f32 | f32 | physicsDiffenceRate | 物理防御力倍率 | 物理防御力に設定した数値をかけます
SP_EFFECT_PARAM_ST 27 | f32 | f32 | magicDiffenceRate | 魔法防御力倍率 | 魔法防御力に設定した数値をかけます
SP_EFFECT_PARAM_ST 28 | f32 | f32 | fireDiffenceRate | 炎防御力倍率 | 炎防御力に設定した数値をかけます
SP_EFFECT_PARAM_ST 29 | f32 | f32 | thunderDiffenceRate | 電撃防御力倍率 | 電撃防御力に設定した数値をかけます
SP_EFFECT_PARAM_ST 30 | s32 | s32 | physicsDiffence | 物理防御力[point] | 物理防御力に設定した数値を加減算する
SP_EFFECT_PARAM_ST 31 | s32 | s32 | magicDiffence | 魔法防御力[point] | 魔法防御力に設定した数値を加減算する
SP_EFFECT_PARAM_ST 32 | s32 | s32 | fireDiffence | 炎防御力[point] | 炎防御力に設定した数値を加減算する
SP_EFFECT_PARAM_ST 33 | s32 | s32 | thunderDiffence | 電撃防御力[point] | 電撃防御力に設定した数値を加減算する
SP_EFFECT_PARAM_ST 34 | f32 | f32 | NoGuardDamageRate | 隙ダメージ倍率 | 隙のときのダメージ倍率を、設定した数値に置き換える（ダメージ側に設定）
SP_EFFECT_PARAM_ST 35 | f32 | f32 | vitalSpotChangeRate | スィートスポット倍率 | スィートスポットのダメージ計算を指定した数値に差し替える(急所ダメージ補正) -1.0で無効
SP_EFFECT_PARAM_ST 36 | f32 | f32 | normalSpotChangeRate | ノーマルヒット倍率 | ノーマルヒットのダメージ計算を指定した数値に差し替える  -1.0で無効
SP_EFFECT_PARAM_ST 37 | f32 | f32 | maxHpChangeRate | 最大HP変化倍率 | 最大HPに対して、設定された倍率をかけて増減させる
SP_EFFECT_PARAM_ST 38 | s32 | s32 | behaviorId | 行動ID指定枠 | 特殊効果から行動IDを使ってダメージを与える場合に指定-1で無効
SP_EFFECT_PARAM_ST 39 | f32 | f32 | changeHpRate | HPダメージ量[%] | 最大HPの何%分を毎秒加算（または減算）するかを設定
SP_EFFECT_PARAM_ST 40 | s32 | s32 | changeHpPoint | HPダメージ[point] | 1秒間に何ポイント加算（または減算）するかを設定
SP_EFFECT_PARAM_ST 41 | f32 | f32 | changeMpRate | MPダメージ量[%] | 最大MPの何%分を毎秒加算（または減算）するかを設定
SP_EFFECT_PARAM_ST 42 | s32 | s32 | changeMpPoint | MPダメージ[point] | 1秒間に何ポイント加算（または減算）するかを設定
SP_EFFECT_PARAM_ST 43 | s32 | s32 | mpRecoverChangeSpeed | MP回復速度変化[point] | 回復速度を変化させる。回復計算式の基準回復速度、初期回復速度に加減算する。
SP_EFFECT_PARAM_ST 44 | f32 | f32 | changeStaminaRate | スタミナダメージ量[%] | 最大スタミナの何%分を毎秒加算（または減算）するかを設定
SP_EFFECT_PARAM_ST 45 | s32 | s32 | changeStaminaPoint | スタミナダメージ[point] | 1秒間に何ポイント加算（または減算）するかを設定
SP_EFFECT_PARAM_ST 46 | s32 | s32 | staminaRecoverChangeSpeed | スタミナ回復速度変化[point] | 回復速度を変化させる。回復計算式の基準回復速度、初期回復速度に加減算する。
SP_EFFECT_PARAM_ST 47 | f32 | f32 | magicEffectTimeChange | 魔法効果時間変化 | 効果持続時間に0.1秒以上設定されている魔法のみ、効果持続時間に設定されている時間を加減算する
SP_EFFECT_PARAM_ST 48 | s32 | s32 | insideDurability | 耐久度変化：内部損耗度[point] | 内部損耗度に数値分を加減算する
SP_EFFECT_PARAM_ST 49 | s32 | s32 | maxDurability | 耐久度変化：最大損耗度変化[point] | 耐久度の内部損耗度の最大値に、設定された数値を加算する
SP_EFFECT_PARAM_ST 50 | f32 | f32 | staminaAttackRate | スタミナ攻撃力倍率 | スタミナ攻撃力に、倍率をかける(1.0 1倍 0.5 半分）
SP_EFFECT_PARAM_ST 51 | s32 | s32 | poizonAttackPower | 毒耐性攻撃力[point] | ヒットした時に、対象の【毒耐性値】に加算する数値
SP_EFFECT_PARAM_ST 52 | s32 | s32 | registIllness | 疫病耐性攻撃力[point] | ヒットした時に、対象の【疫病耐性値】に加算する数値
SP_EFFECT_PARAM_ST 53 | s32 | s32 | registBlood | 出血耐性攻撃力[point] | ヒットした時に、対象の【出血耐性値】に加算する数値
SP_EFFECT_PARAM_ST 54 | s32 | s32 | registCurse | 呪耐性攻撃力[point] | ヒットした時に、対象の【呪耐性値】に加算する数値
SP_EFFECT_PARAM_ST 55 | f32 | f32 | fallDamageRate | 落下ダメージ倍率 | 落下時のダメージ計算に倍率をかける
SP_EFFECT_PARAM_ST 56 | f32 | f32 | soulRate | 取得ソウル倍率 | 敵を倒した時の取得ソウル量が、指定倍数分上乗せされる
SP_EFFECT_PARAM_ST 57 | f32 | f32 | equipWeightChangeRate | 装備重量変化倍率 | 最大装備重量に、設定された倍率をかける
SP_EFFECT_PARAM_ST 58 | f32 | f32 | allItemWeightChangeRate | 所持重量変化倍率 | 最大所持重量に、設定された倍率をかける
SP_EFFECT_PARAM_ST 59 | s32 | s32 | soul | ソウル加算 | 所持ソウルに、設定値を加算する
SP_EFFECT_PARAM_ST 60 | s32 | s32 | animIdOffset | アニメIDオフセット | アニメIDオフセット
SP_EFFECT_PARAM_ST 61 | f32 | f32 | haveSoulRate | 所持ソウル率 | 敵周回効果用。設定されているキャラから外にソウルが出て行く時に適用されます。
SP_EFFECT_PARAM_ST 62 | f32 | f32 | targetPriority | ターゲット優先度加算分 | マルチプレイ時、敵から優先的にターゲットとして狙われるようになる。プライオリティの加算。０がデフォルト。プラス値でよく狙われるようになる。マイナスは、−１まで。
SP_EFFECT_PARAM_ST 63 | s32 | s32 | sightSearchEnemyCut | 視覚索敵カット | AIの視覚索敵対象から外れやすくなる。０がデフォルト。
SP_EFFECT_PARAM_ST 64 | s32 | s32 | hearingSearchEnemyCut | 聴覚索敵カット | AIの聴覚索敵対象から外れやすくなる。０がデフォルト。
SP_EFFECT_PARAM_ST 65 | f32 | f32 | grabityRate | グラビティ率 | グラビティ率
SP_EFFECT_PARAM_ST 66 | f32 | f32 | registPoizonChangeRate | 毒耐性変化倍率 | 毒耐性値に設定された倍率をかける
SP_EFFECT_PARAM_ST 67 | f32 | f32 | registIllnessChangeRate | 疫病耐性変化倍率 | 疫病耐性値に設定された倍率をかける
SP_EFFECT_PARAM_ST 68 | f32 | f32 | registBloodChangeRate | 出血耐性変化倍率 | 出血耐性値に設定された倍率をかける
SP_EFFECT_PARAM_ST 69 | f32 | f32 | registCurseChangeRate | 呪耐性変化倍率 | 呪耐性値に設定された倍率をかける
SP_EFFECT_PARAM_ST 70 | f32 | f32 | soulStealRate | ソウルスティール係数 | NPCがソウルスティールで奪われるHPに対する防御力
SP_EFFECT_PARAM_ST 71 | f32 | f32 | lifeReductionRate | 防御：寿命係数 | 
SP_EFFECT_PARAM_ST 72 | f32 | f32 | hpRecoverRate | HP回復量係数 | HPが減るときは、効かない。
SP_EFFECT_PARAM_ST 73 | s32 | s32 | replaceSpEffectId | 差し替える特殊効果 | 寿命が尽きた時に追加される特殊効果ID(-1は無視)
SP_EFFECT_PARAM_ST 74 | s32 | s32 | cycleOccurrenceSpEffectId | 周期発生特殊効果 | 発動周期毎に発生する特殊効果ID(-1は無視)
SP_EFFECT_PARAM_ST 75 | s32 | s32 | atkOccurrenceSpEffectId | 攻撃発生特殊効果 | 攻撃Hit時に発生する特殊効果ID(-1は無視)
SP_EFFECT_PARAM_ST 76 | f32 | f32 | guardDefFlickPowerRate | ガード時はじき防御力アップ倍率 | ガード時のはじき防御力補正値
SP_EFFECT_PARAM_ST 77 | f32 | f32 | guardStaminaCutRate | ガード時スタミナカット倍率 | ガード時のスタミナカット率補正値
SP_EFFECT_PARAM_ST 78 | s16 | s16 | rayCastPassedTime | 視線通過：発動時間[ms] | 視線通過：発動時間[ms]（邪眼用）
SP_EFFECT_PARAM_ST 79 | s16 | s16 | changeSuperArmorPoint | SA値[point] | スーパーアーマー値に加算する値
SP_EFFECT_PARAM_ST 80 | s16 | s16 | bowDistRate | 弓飛距離補正[％] | 武器の飛距離補正に加算される補正値
SP_EFFECT_PARAM_ST 81 | SP_EFFECT_SPCATEGORY | u16 | spCategory | 特殊効果カテゴリ | 特殊効果の上書きなどの挙動を決めるカテゴリ
SP_EFFECT_PARAM_ST 82 | u8 | u8 | categoryPriority | カテゴリ内優先度 | 同一カテゴリ内での優先度（低い方が優先）
SP_EFFECT_PARAM_ST 83 | SP_EFFECT_SAVE_CATEGORY | s8 | saveCategory | 保存カテゴリ | 特殊効果を保存するカテゴリ
SP_EFFECT_PARAM_ST 84 | u8 | u8 | changeMagicSlot | 魔法登録枠変化　魔法スロット | 魔法登録枠を指定数増やすことが出来る
SP_EFFECT_PARAM_ST 85 | u8 | u8 | changeMiracleSlot | 奇跡登録枠変化　奇跡スロット | 軌跡登録枠を指定数増やすことが出来る
SP_EFFECT_PARAM_ST 86 | s8 | s8 | heroPointDamage | 人間性ダメージ値 | 人間性値に与えるダメージ値
SP_EFFECT_PARAM_ST 87 | u8 | u8 | defFlickPower | はじき防御力_上書き | はじき防御力を上書きする値を設定
SP_EFFECT_PARAM_ST 88 | u8 | u8 | flickDamageCutRate | はじき時ダメージ減衰率[%]_上書き | はじき時のダメージ減衰率を上書きする値を設定
SP_EFFECT_PARAM_ST 89 | u8 | u8 | bloodDamageRate | 出血ダメージ補正倍率 | 
SP_EFFECT_PARAM_ST 90 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_None | DL_ダメージなし（0） | ダメージLv0を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 91 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_S | DL_小（1） | ダメージLv1を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 92 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_M | DL_中（2） | ダメージLv2を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 93 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_L | DL_大（3） | ダメージLv3を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 94 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_BlowM | DL_吹っ飛び（4） | ダメージLv4を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 95 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_Push | DL_プッシュ（5） | ダメージLv5を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 96 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_Strike | DL_叩きつけ（6） | ダメージLv6を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 97 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_BlowS | DL_小吹っ飛び（7） | ダメージLv7を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 98 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_Min | DL_極小（8） | ダメージLv8を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 99 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_Uppercut | DL_打ち上げ（9） | ダメージLv9を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 100 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_BlowLL | DL_特大吹っ飛び(10) | ダメージLv10を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 101 | ATKPARAM_REP_DMGTYPE | s8 | dmgLv_Breath | DL_ブレス(11) | ダメージLv11を差し替えるタイプを指定
SP_EFFECT_PARAM_ST 102 | ATKPARAM_ATKATTR_TYPE | u8 | atkAttribute | 物理属性 | 特殊効果に設定する物理属性
SP_EFFECT_PARAM_ST 103 | ATKPARAM_SPATTR_TYPE | u8 | spAttribute | 特殊属性 | 特殊効果に設定する特殊属性
SP_EFFECT_PARAM_ST 104 | SP_EFFECT_TYPE | u8 | stateInfo | 状態変化タイプ | 状態変化の判定フラグ
SP_EFFECT_PARAM_ST 105 | SP_EFE_WEP_CHANGE_PARAM | u8 | wepParamChange | 対武器パラメータ変化 | どの武器に対して効果を発揮するかを指定する。制限無しの場合は敵も含めた全ての攻撃・防御が対象
SP_EFFECT_PARAM_ST 106 | SP_EFFECT_MOVE_TYPE | u8 | moveType | 移動タイプ | 移動タイプ。移動速度を変更する。
SP_EFFECT_PARAM_ST 107 | SP_EFFECT_TYPE | u8 | lifeReductionType | 防御：寿命減少タイプ | 
SP_EFFECT_PARAM_ST 108 | SP_EFFECT_THROW_CONDITION_TYPE | u8 | throwCondition | 投げ条件 | 投げ条件。投げマスクに影響する。
SP_EFFECT_PARAM_ST 109 | s8 | s8 | addBehaviorJudgeId_condition | 行動判定IDに加算する条件値 | 行動判定ＩＤに値を加算する条件値(Def:-1)
SP_EFFECT_PARAM_ST 110 | u8 | u8 | addBehaviorJudgeId_add | 行動判定IDに加算する加算値 | 行動判定IDの加算値 ０の場合は行動を切り替えるのではなく、行動しなくなります。
SP_EFFECT_PARAM_ST 111 | SP_EFFECT_BOOL | u8 | effectTargetSelf:1 | 効果対象：所属　自分 | この判定にチェックが入っている対象のみ効果を発揮する、デフォルトは×
SP_EFFECT_PARAM_ST 112 | SP_EFFECT_BOOL | u8 | effectTargetFriend:1 | 効果対象：所属　味方 | この判定にチェックが入っている対象のみ効果を発揮する、デフォルトは×
SP_EFFECT_PARAM_ST 113 | SP_EFFECT_BOOL | u8 | effectTargetEnemy:1 | 効果対象：所属　敵 | この判定にチェックが入っている対象のみ効果を発揮する、デフォルトは×
SP_EFFECT_PARAM_ST 114 | SP_EFFECT_BOOL | u8 | effectTargetPlayer:1 | 効果対象：操作　PC | この判定にチェックが入っている対象のみ効果を発揮する、デフォルトは×
SP_EFFECT_PARAM_ST 115 | SP_EFFECT_BOOL | u8 | effectTargetAI:1 | 効果対象：操作　AI | この判定にチェックが入っている対象のみ効果を発揮する、デフォルトは×
SP_EFFECT_PARAM_ST 116 | SP_EFFECT_BOOL | u8 | effectTargetLive:1 | 効果対象：状態　生存 | この判定にチェックが入っている対象のみ効果を発揮する、デフォルトは×
SP_EFFECT_PARAM_ST 117 | SP_EFFECT_BOOL | u8 | effectTargetGhost:1 | 効果対象：状態　全ゴースト | この判定にチェックが入っている対象のみ効果を発揮する、デフォルトは×
SP_EFFECT_PARAM_ST 118 | SP_EFFECT_BOOL | u8 | effectTargetWhiteGhost:1 | 効果対象：状態　白ゴースト | この判定にチェックが入っている対象のみ効果を発揮する、デフォルトは×
SP_EFFECT_PARAM_ST 119 | SP_EFFECT_BOOL | u8 | effectTargetBlackGhost:1 | 効果対象：状態　黒ゴースト | この判定にチェックが入っている対象のみ効果を発揮する、デフォルトは×
SP_EFFECT_PARAM_ST 120 | SP_EFFECT_BOOL | u8 | effectTargetAttacker:1 | 効果対象：攻撃者に発動 | ダメージ後に攻撃者に特殊効果を適用（防御側には入れない）
SP_EFFECT_PARAM_ST 121 | SP_EFFECT_BOOL | u8 | dispIconNonactive:1 | 発動してなくてもアイコン表示 | 発動待ちの状態でもアイコンを表示する。
SP_EFFECT_PARAM_ST 122 | SP_EFFECT_BOOL | u8 | useSpEffectEffect:1 | 特殊効果エフェクトを使用するか | 特殊効果エフェクトを使用するか
SP_EFFECT_PARAM_ST 123 | SP_EFFECT_BOOL | u8 | bAdjustMagicAblity:1 | 魔力補正するか？ | 魔力補正するか？
SP_EFFECT_PARAM_ST 124 | SP_EFFECT_BOOL | u8 | bAdjustFaithAblity:1 | 信仰補正するか？ | 信仰補正するか？
SP_EFFECT_PARAM_ST 125 | SP_EFFECT_BOOL | u8 | bGameClearBonus:1 | 周回ボーナス用か？ | ゲームクリア周回ボーナス用かどうか。
SP_EFFECT_PARAM_ST 126 | SP_EFFECT_BOOL | u8 | magParamChange:1 | 対魔法パラメータ変化 | 魔法に対して効果を発揮するかしないかを設定する
SP_EFFECT_PARAM_ST 127 | SP_EFFECT_BOOL | u8 | miracleParamChange:1 | 対奇跡パラメータ変化 | 奇跡に対して効果を発揮するかしないかを設定する
SP_EFFECT_PARAM_ST 128 | SP_EFFECT_BOOL | u8 | clearSoul:1 | 所持ソウルクリアするか | 所持ソウルが0になります。
SP_EFFECT_PARAM_ST 129 | SP_EFFECT_BOOL | u8 | requestSOS:1 | SOSサイン　判定フラグ | チェックが付いている場合、発動時にSOSサイン要求を発行
SP_EFFECT_PARAM_ST 130 | SP_EFFECT_BOOL | u8 | requestBlackSOS:1 | ブラックSOSサイン　判定フラグ | チェックが付いている場合、発動時にブラックSOSサイン要求を発行
SP_EFFECT_PARAM_ST 131 | SP_EFFECT_BOOL | u8 | requestForceJoinBlackSOS:1 | ブラック強制参加SOSサイン　判定フラグ | チェックが付いている場合、発動時にブラック強制参加SOSサイン要求を発行
SP_EFFECT_PARAM_ST 132 | SP_EFFECT_BOOL | u8 | requestKickSession:1 | キック　判定フラグ | チェックが付いている場合、発動時にキック要求を発行
